fy.year,age_range_description,ageWise_salary_percentile,AverageWage
2013-14,50 to 54,57,61919.02
2013-14,50 to 54,58,63040.03
2013-14,50 to 54,59,64088.13
2013-14,50 to 54,60,65163.1
2013-14,50 to 54,61,66294.2
2013-14,50 to 54,62,67555.13
2013-14,50 to 54,63,68709.95
2013-14,50 to 54,64,69857.99
2013-14,50 to 54,65,71062.39
2013-14,50 to 54,66,72251.25
2013-14,50 to 54,67,73474.79
2013-14,50 to 54,68,74650.8
2013-14,50 to 54,69,75760.84
2013-14,50 to 54,70,76969.54
2013-14,50 to 54,71,78116.78
2013-14,50 to 54,72,79526.49
2013-14,50 to 54,73,80955.5
2013-14,50 to 54,74,82451.26
2013-14,50 to 54,75,84113.09
2013-14,50 to 54,76,85773.32
2013-14,50 to 54,77,87320.56
2013-14,50 to 54,78,88902.86
2013-14,50 to 54,79,90683.07
2013-14,50 to 54,80,92614.63
2013-14,50 to 54,81,94766.13
2013-14,50 to 54,82,96873.2
2013-14,50 to 54,83,99064.76
2013-14,50 to 54,84,101352.08
2013-14,50 to 54,85,104047.24
2013-14,50 to 54,86,106974.01
2013-14,50 to 54,87,110025.2
2013-14,50 to 54,88,113270.69
2013-14,50 to 54,89,116822.88
2013-14,50 to 54,90,120653.13
2013-14,50 to 54,91,125144.76
2013-14,50 to 54,92,130698.84
2013-14,50 to 54,93,136821.2
2013-14,50 to 54,94,144886.18
2013-14,50 to 54,95,154119.37
2013-14,50 to 54,96,165248.84
2013-14,50 to 54,97,180473.32
2013-14,50 to 54,98,204811.65
2013-14,50 to 54,99,281296.54
2013-14,50 to 54,100,437225
2013-14,55 to 59,1,528.01
2013-14,55 to 59,2,1685.56
2013-14,55 to 59,3,3252.49
2013-14,55 to 59,4,4706.73
2013-14,55 to 59,5,5934.66
2013-14,55 to 59,6,7696.11
2013-14,55 to 59,7,9567.79
2013-14,55 to 59,8,11114.23
2013-14,55 to 59,9,12594.76
2013-14,55 to 59,10,14069.36
2013-14,55 to 59,11,15578.58
2013-14,55 to 59,12,16919.46
2013-14,55 to 59,13,18159.46
2013-14,55 to 59,14,19164.47
2013-14,55 to 59,15,20262.09
2013-14,55 to 59,16,21401.49
2013-14,55 to 59,17,22389.76
2013-14,55 to 59,18,23595.68
2013-14,55 to 59,19,24547.27
2013-14,55 to 59,20,25632.79
2013-14,55 to 59,21,26692.57
2013-14,55 to 59,22,27717.35
2013-14,55 to 59,23,28719.75
2013-14,55 to 59,24,29700.58
2013-14,55 to 59,25,30686.43
2013-14,55 to 59,26,31573.11
2013-14,55 to 59,27,32476.64
2013-14,55 to 59,28,33329.25
2013-14,55 to 59,29,34225.69
2013-14,55 to 59,30,35020.63
2013-14,55 to 59,31,35863.8
2013-14,55 to 59,32,36700.73
2013-14,55 to 59,33,37543.21
2013-14,55 to 59,34,38383.52
2013-14,55 to 59,35,39212.91
2013-14,55 to 59,36,40009.75
2013-14,55 to 59,37,40815.07
2013-14,55 to 59,38,41562.59
2013-14,55 to 59,39,42289.95
2013-14,55 to 59,40,43077.11
2013-14,55 to 59,41,43894.48
2013-14,55 to 59,42,44718.61
2013-14,55 to 59,43,45511.83
2013-14,55 to 59,44,46245.31
2013-14,55 to 59,45,47064.39
2013-14,55 to 59,46,47943.76
2013-14,55 to 59,47,48748.29
2013-14,55 to 59,48,49483.43
2013-14,55 to 59,49,50308.66
2013-14,55 to 59,50,51254.76
2013-14,55 to 59,51,52135.15
2013-14,55 to 59,52,53080.32
2013-14,55 to 59,53,53949.02
2013-14,55 to 59,54,54941.01
2013-14,55 to 59,55,55842.54
2013-14,55 to 59,56,56723.52
2013-14,55 to 59,57,57679.86
2013-14,55 to 59,58,58644.82
2013-14,55 to 59,59,59728.19
2013-14,55 to 59,60,60854.86
2013-14,55 to 59,61,61884.83
2013-14,55 to 59,62,63104.74
2013-14,55 to 59,63,64272.11
2013-14,55 to 59,64,65469.26
2013-14,55 to 59,65,66644.68
2013-14,55 to 59,66,67846.59
2013-14,55 to 59,67,69028.3
2013-14,55 to 59,68,70281.22
2013-14,55 to 59,69,71566.56
2013-14,55 to 59,70,72659.76
2013-14,55 to 59,71,73943.41
2013-14,55 to 59,72,75199.22
2013-14,55 to 59,73,76485.28
2013-14,55 to 59,74,77874.61
2013-14,55 to 59,75,79382.86
2013-14,55 to 59,76,80804.61
2013-14,55 to 59,77,82250.53
2013-14,55 to 59,78,83750.94
2013-14,55 to 59,79,85359.04
2013-14,55 to 59,80,86996.98
2013-14,55 to 59,81,88882.31
2013-14,55 to 59,82,90829.23
2013-14,55 to 59,83,92852.09
2013-14,55 to 59,84,94991.86
2013-14,55 to 59,85,97249.18
2013-14,55 to 59,86,99797.24
2013-14,55 to 59,87,102624.34
2013-14,55 to 59,88,105811.99
2013-14,55 to 59,89,109197.9
2013-14,55 to 59,90,113049.73
2013-14,55 to 59,91,117420.85
2013-14,55 to 59,92,122291.73
2013-14,55 to 59,93,128873.98
2013-14,55 to 59,94,136232.15
2013-14,55 to 59,95,144980.49
2013-14,55 to 59,96,155923.85
2013-14,55 to 59,97,172671.02
2013-14,55 to 59,98,195848.43
2013-14,55 to 59,99,263383.02
2013-14,55 to 59,100,402405.97
2013-14,60 to 64,1,416.56
2013-14,60 to 64,2,1011.67
2013-14,60 to 64,3,1949.8
2013-14,60 to 64,4,2954.66
2013-14,60 to 64,5,4016.5
2013-14,60 to 64,6,4937.28
2013-14,60 to 64,7,5894.27
2013-14,60 to 64,8,7127.8
2013-14,60 to 64,9,8265.44
2013-14,60 to 64,10,9295.8
2013-14,60 to 64,11,10351
2013-14,60 to 64,12,11330.09
2013-14,60 to 64,13,12329.82
2013-14,60 to 64,14,13514.47
2013-14,60 to 64,15,14804.61
2013-14,60 to 64,16,16015.34
2013-14,60 to 64,17,17010.33
2013-14,60 to 64,18,17964.78
2013-14,60 to 64,19,18940.73
2013-14,60 to 64,20,19681.02
2013-14,60 to 64,21,20643.35
2013-14,60 to 64,22,21563.91
2013-14,60 to 64,23,22433.63
2013-14,60 to 64,24,23348.02
2013-14,60 to 64,25,24181.87
2013-14,60 to 64,26,25142.8
2013-14,60 to 64,27,26073.44
2013-14,60 to 64,28,26925.04
2013-14,60 to 64,29,27773.7
2013-14,60 to 64,30,28552.06
2013-14,60 to 64,31,29268.97
2013-14,60 to 64,32,30130.98
2013-14,60 to 64,33,30954.58
2013-14,60 to 64,34,31701.21
2013-14,60 to 64,35,32429.61
2013-14,60 to 64,36,33221.27
2013-14,60 to 64,37,33933.29
2013-14,60 to 64,38,34683.49
2013-14,60 to 64,39,35471.22
2013-14,60 to 64,40,36334.07
2013-14,60 to 64,41,37095.68
2013-14,60 to 64,42,37894.35
2013-14,60 to 64,43,38576.18
2013-14,60 to 64,44,39339.57
2013-14,60 to 64,45,40098.68
2013-14,60 to 64,46,40893.33
2013-14,60 to 64,47,41703.54
2013-14,60 to 64,48,42460.02
2013-14,60 to 64,49,43227.37
2013-14,60 to 64,50,43897.94
2013-14,60 to 64,51,44597.66
2013-14,60 to 64,52,45374.07
2013-14,60 to 64,53,46174.23
2013-14,60 to 64,54,46998.39
2013-14,60 to 64,55,47848.83
2013-14,60 to 64,56,48675.67
2013-14,60 to 64,57,49505.22
2013-14,60 to 64,58,50376.14
2013-14,60 to 64,59,51202
2013-14,60 to 64,60,52108.1
2013-14,60 to 64,61,52937.39
2013-14,60 to 64,62,53897.5
2013-14,60 to 64,63,54796.36
2013-14,60 to 64,64,55644.81
2013-14,60 to 64,65,56583.91
2013-14,60 to 64,66,57573.41
2013-14,60 to 64,67,58800.75
2013-14,60 to 64,68,59877.65
2013-14,60 to 64,69,60873.99
2013-14,60 to 64,70,62201.96
2013-14,60 to 64,71,63645.44
2013-14,60 to 64,72,64834.18
2013-14,60 to 64,73,65989.02
2013-14,60 to 64,74,67293.64
2013-14,60 to 64,75,68535.97
2013-14,60 to 64,76,70010.64
2013-14,60 to 64,77,71316.56
2013-14,60 to 64,78,72669.52
2013-14,60 to 64,79,74034.15
2013-14,60 to 64,80,75716.16
2013-14,60 to 64,81,77525.3
2013-14,60 to 64,82,79387.35
2013-14,60 to 64,83,81483.84
2013-14,60 to 64,84,83516.37
2013-14,60 to 64,85,85685.34
2013-14,60 to 64,86,87964.41
2013-14,60 to 64,87,90733.28
2013-14,60 to 64,88,93877.13
2013-14,60 to 64,89,97192.53
2013-14,60 to 64,90,100457.67
2013-14,60 to 64,91,104782.99
2013-14,60 to 64,92,109484.5
2013-14,60 to 64,93,114185.85
2013-14,60 to 64,94,121131.53
2013-14,60 to 64,95,129857.82
2013-14,60 to 64,96,140421.17
2013-14,60 to 64,97,155482.91
2013-14,60 to 64,98,178238.23
2013-14,60 to 64,99,226921.57
2013-14,60 to 64,100,373121.79
2013-14,65 to 69,1,334.23
2013-14,65 to 69,2,514
2013-14,65 to 69,3,686.92
2013-14,65 to 69,4,1108.65
2013-14,65 to 69,5,1407.43
2013-14,65 to 69,6,1819.76
2013-14,65 to 69,7,2295.35
2013-14,65 to 69,8,2858.65
2013-14,65 to 69,9,3467.9
2013-14,65 to 69,10,4055.56
2013-14,65 to 69,11,4513.9
2013-14,65 to 69,12,5014.25
2013-14,65 to 69,13,5495.29
2013-14,65 to 69,14,5961.78
2013-14,65 to 69,15,6514.35
2013-14,65 to 69,16,7120.29
2013-14,65 to 69,17,7839.14
2013-14,65 to 69,18,8567.92
2013-14,65 to 69,19,9387.44
2013-14,65 to 69,20,10038.31
2013-14,65 to 69,21,10724.25
2013-14,65 to 69,22,11277.23
2013-14,65 to 69,23,11949.86
2013-14,65 to 69,24,12569.71
2013-14,65 to 69,25,13262.08
2013-14,65 to 69,26,13990.86
2013-14,65 to 69,27,14683.84
2013-14,65 to 69,28,15307.35
2013-14,65 to 69,29,15992.1
2013-14,65 to 69,30,16728.06
2013-14,65 to 69,31,17354.35
2013-14,65 to 69,32,18111.51
2013-14,65 to 69,33,18783.75
2013-14,65 to 69,34,19387.58
2013-14,65 to 69,35,20004.1
2013-14,65 to 69,36,20739.65
2013-14,65 to 69,37,21459.75
2013-14,65 to 69,38,22149.53
2013-14,65 to 69,39,22912.67
2013-14,65 to 69,40,23889.31
2013-14,65 to 69,41,24613.73
2013-14,65 to 69,42,25442.04
2013-14,65 to 69,43,26294.67
2013-14,65 to 69,44,27178.31
2013-14,65 to 69,45,27916.14
2013-14,65 to 69,46,28718.62
2013-14,65 to 69,47,29512.55
2013-14,65 to 69,48,30437.69
2013-14,65 to 69,49,31271.6
2013-14,65 to 69,50,32112.29
2013-14,65 to 69,51,32830.69
2013-14,65 to 69,52,33608.67
2013-14,65 to 69,53,34548.94
2013-14,65 to 69,54,35260.16
2013-14,65 to 69,55,36126.04
2013-14,65 to 69,56,36885
2013-14,65 to 69,57,37689.45
2013-14,65 to 69,58,38544.35
2013-14,65 to 69,59,39375.92
2013-14,65 to 69,60,40259.61
2013-14,65 to 69,61,41068.37
2013-14,65 to 69,62,41959.73
2013-14,65 to 69,63,42885.9
2013-14,65 to 69,64,43841.79
2013-14,65 to 69,65,44756.06
2013-14,65 to 69,66,45507.43
2013-14,65 to 69,67,46347.04
2013-14,65 to 69,68,47369.63
2013-14,65 to 69,69,48228.9
2013-14,65 to 69,70,49547.81
2013-14,65 to 69,71,51157.06
2013-14,65 to 69,72,52247.59
2013-14,65 to 69,73,53451.63
2013-14,65 to 69,74,54472.49
2013-14,65 to 69,75,55613.67
2013-14,65 to 69,76,57056.46
2013-14,65 to 69,77,58729.84
2013-14,65 to 69,78,60302.86
2013-14,65 to 69,79,61702.81
2013-14,65 to 69,80,63545.82
2013-14,65 to 69,81,65141.31
2013-14,65 to 69,82,66813.52
2013-14,65 to 69,83,68674.45
2013-14,65 to 69,84,70586.8
2013-14,65 to 69,85,72831.1
2013-14,65 to 69,86,74933
2013-14,65 to 69,87,77399.47
2013-14,65 to 69,88,79981
2013-14,65 to 69,89,82860.22
2013-14,65 to 69,90,86341.37
2013-14,65 to 69,91,90194.08
2013-14,65 to 69,92,94489.41
2013-14,65 to 69,93,98737.61
2013-14,65 to 69,94,103917.6
2013-14,65 to 69,95,111775.82
2013-14,65 to 69,96,123102.82
2013-14,65 to 69,97,137897.92
2013-14,65 to 69,98,156145.88
2013-14,65 to 69,99,194977.12
2013-14,65 to 69,100,353227.88
2013-14,70 and over,1,249.65
2013-14,70 and over,2,491.15
2013-14,70 and over,3,514
2013-14,70 and over,4,514
2013-14,70 and over,5,604.15
2013-14,70 and over,6,932.15
2013-14,70 and over,7,1159.55
2013-14,70 and over,8,1448.58
2013-14,70 and over,9,1618.85
2013-14,70 and over,10,1899.35
2013-14,70 and over,11,2215.16
2013-14,70 and over,12,2445.05
2013-14,70 and over,13,2684.7
2013-14,70 and over,14,3027.55
2013-14,70 and over,15,3407.11
2013-14,70 and over,16,3762.9
2013-14,70 and over,17,4029.3
2013-14,70 and over,18,4491.84
2013-14,70 and over,19,4786.1
2013-14,70 and over,20,5148.8
2013-14,70 and over,21,5453.45
2013-14,70 and over,22,5625.26
2013-14,70 and over,23,5973.75
2013-14,70 and over,24,6298.2
2013-14,70 and over,25,6661.16
2013-14,70 and over,26,7033.65
2013-14,70 and over,27,7349.45
2013-14,70 and over,28,7773.15
2013-14,70 and over,29,8103.47
2013-14,70 and over,30,8573.15
2013-14,70 and over,31,9079.6
2013-14,70 and over,32,9490.85
2013-14,70 and over,33,9895.26
2013-14,70 and over,34,10264.05
2013-14,70 and over,35,10695.55
2013-14,70 and over,36,11142.32
2013-14,70 and over,37,11531.8
2013-14,70 and over,38,12071.4
2013-14,70 and over,39,12597.6
2013-14,70 and over,40,13038.05
2013-14,70 and over,41,13696.3
2013-14,70 and over,42,14380.6
2013-14,70 and over,43,14794.63
2013-14,70 and over,44,15295.75
2013-14,70 and over,45,15787.1
2013-14,70 and over,46,16260.4
2013-14,70 and over,47,16716.16
2013-14,70 and over,48,17202.75
2013-14,70 and over,49,17860.9
2013-14,70 and over,50,18507.68
2013-14,70 and over,51,19039.7
2013-14,70 and over,52,19680.85
2013-14,70 and over,53,20359.7
2013-14,70 and over,54,21021.63
2013-14,70 and over,55,21701
2013-14,70 and over,56,22369.1
2013-14,70 and over,57,23187.65
2013-14,70 and over,58,23725.05
2013-14,70 and over,59,24553.5
2013-14,70 and over,60,25533.25
2013-14,70 and over,61,26349.89
2013-14,70 and over,62,27079.25
2013-14,70 and over,63,28148.7
2013-14,70 and over,64,28936.25
2013-14,70 and over,65,30085.89
2013-14,70 and over,66,31376.65
2013-14,70 and over,67,32376.55
2013-14,70 and over,68,33223.11
2013-14,70 and over,69,34275.85
2013-14,70 and over,70,35077.25
2013-14,70 and over,71,35997.95
2013-14,70 and over,72,37387.16
2013-14,70 and over,73,38415.5
2013-14,70 and over,74,39809.6
2013-14,70 and over,75,41210
2013-14,70 and over,76,42456.05
2013-14,70 and over,77,43572.1
2013-14,70 and over,78,45128.85
2013-14,70 and over,79,46336.89
2013-14,70 and over,80,47300.75
2013-14,70 and over,81,48751.45
2013-14,70 and over,82,50876.85
2013-14,70 and over,83,52905.11
2013-14,70 and over,84,54872.6
2013-14,70 and over,85,57050.95
2013-14,70 and over,86,59110.37
2013-14,70 and over,87,61572.95
2013-14,70 and over,88,64263.8
2013-14,70 and over,89,66441.95
2013-14,70 and over,90,70068.42
2013-14,70 and over,91,73503.2
2013-14,70 and over,92,77748.95
2013-14,70 and over,93,82256.37
2013-14,70 and over,94,86801.1
2013-14,70 and over,95,92574.5
2013-14,70 and over,96,100140.5
2013-14,70 and over,97,115514.74
2013-14,70 and over,98,142267.65
2013-14,70 and over,99,178983
2013-14,70 and over,100,337775.63
